Time,ax_barato,ay_barato,az_barato,wx_barato,wy_barato,wz_barato,Lat_barato,Lon_barato,Alt_barato,vN_barato,vE_barato,vU_barato,d_izq_barato,d_der_barato
1.95,0.0005,0.0039,-0.0011,-0.0022,0.0047,-0.0024,47.809997,13.040395,425.17,14.991,0.015,0.026,500.29,499.51
1.96,0.0071,0.0014,-0.0046,0.0003,-0.005,0.0013,47.810002,13.040393,425.56,14.983,0.029,-0.014,499.75,499.52
1.97,-0.001,0.0043,-0.0033,-0.0007,-0.0064,0.0018,47.809997,13.040395,421.37,14.967,-0.031,0.026,500.56,500.69
1.98,-0.0001,-0.0038,0.0019,0.003,0.0012,-0.0017,47.810004,13.040396,425.74,15.058,0.054,-0.05,500.11,500.73
1.99,0.0027,-0.0024,0.0006,-0.0006,-0.0003,-0.0024,47.809995,13.040395,426.38,14.957,-0.041,-0.011,500.14,499.79
2,-0.0012,0.0021,-0.0042,0.0015,0.0033,-0.004,47.809996,13.040402,424.72,15.021,0.039,-0.014,499.29,500.1
2.01,-0.0036,-0.0028,0.0011,0.008,-0.0027,0.0019,47.810001,13.040407,422.08,15.013,0.033,-0.049,500.52,500.04
2.02,-0.0015,0.0029,0.0016,0.0012,0.0035,-0.0011,47.809997,13.040405,425.72,14.999,-0.03,-0.007,500.23,499.47
2.03,-0.0006,0.0053,0.0029,0.0017,-0.0046,0.0015,47.810003,13.04041,424.98,15.002,0.033,0.001,499.3,499.97
2.04,-0.0035,-0.0028,0.0005,0.0001,-0.0054,0.0022,47.81,13.040411,424.63,15.003,-0.027,0.022,500.08,500.3
2.05,-0.0009,0.002,-0.0006,-0.0007,0.0023,0.0021,47.809998,13.040407,426.66,14.953,0.014,0.038,500.87,499.55
2.06,0.0008,0.0017,0.0034,-0.0027,-0.0041,-0.0029,47.809999,13.040414,422.39,15.032,-0.007,0.039,500.26,501.3
2.07,0.0017,-0.0007,0.0037,-0.0009,-0.0013,0.0023,47.810003,13.040413,426.78,14.965,0.017,0.003,499.35,499.9
2.08,0.0009,-0.0015,0.0003,0.0022,-0.0057,0.0057,47.810005,13.040422,422.05,15.018,0.035,-0.025,499.85,500.57
2.09,-0.0011,-0.002,-0.0012,-0.0014,-0.0009,-0.0021,47.809996,13.040424,424.96,15.056,-0.06,-0.007,499.67,499.54
2.1,-0.0052,-0.0076,0.0004,0.0003,-0.0033,-0.0006,47.810003,13.04042,423.74,15.008,-0.022,-0.005,500.92,499.84
2.11,0.0052,0.0035,-0.0011,0.0007,0.0083,0.0003,47.809999,13.040427,426.91,14.97,-0.039,0.049,501.11,499.72
2.12,0.0001,0.0034,0.0027,0.0005,-0.0009,-0.0008,47.810004,13.040421,422.85,15.016,-0.024,-0.005,499.55,500.11
2.13,0.0027,-0.0072,-0.0021,-0.0059,0.0029,-0.0023,47.809995,13.040433,425.13,15.038,0.012,0.03,500.21,500.12
2.14,-0.0005,0,-0.0011,0.0009,0.0021,-0.0011,47.810001,13.040428,423.98,15.005,0.018,0.012,499.39,499.56
2.15,-0.0011,0.0008,0.0017,0.001,-0.0053,0.0008,47.81,13.040435,423.45,14.973,0,-0.061,499.64,500.13
2.16,-0.0004,0.0042,0.0067,-0.0039,0.0011,0.0032,47.810001,13.040437,424.54,14.969,0.029,-0.013,500.48,499.39
2.17,-0.0016,-0.0048,0.0006,-0.0018,0.0001,-0.0034,47.809996,13.040438,425,14.983,-0.016,-0.015,499.71,498.69
2.18,-0.0013,0.0016,0.0063,-0.0009,-0.0033,0.0023,47.810001,13.040436,425.11,14.994,-0.009,0.053,500.14,500.18
2.19,0.0082,0.0006,0.0016,-0.0035,0.0056,0.0007,47.809997,13.040442,424.97,15.012,-0.062,-0.013,499.29,500.02
2.2,-0.0012,-0.0023,-0.0007,-0.0028,-0.0017,0.0015,47.810002,13.040443,425.26,14.977,0.019,-0.013,499.97,499.97
2.21,-0.0015,0.0063,-0.0007,0.0052,0.0034,-0.0028,47.809997,13.040448,422.64,15.026,0.015,0.029,500.37,499.44
2.22,0.0009,0.0042,0.0006,0.0016,-0.0005,0.0046,47.809996,13.04045,423.57,14.966,0.042,-0.029,500.93,500.18
2.23,0.0031,-0.0032,-0.0035,0.0038,0.0007,-0.0008,47.810002,13.040452,424.68,14.983,-0.021,0.007,499.75,500.25
2.24,-0.0079,0.0017,-0.0045,-0.0014,-0.002,-0.0011,47.809998,13.040452,421.99,14.97,0.02,-0.02,501.04,500.23
2.25,-0.0001,-0.0023,-0.0022,-0.0088,0.0041,-0.0032,47.810001,13.040453,422.21,15.006,0.042,0.032,500.15,500.46
2.26,-0.0001,0.003,-0.0043,0.0018,-0.0003,0.0015,47.81,13.04045,425.52,15.005,0.005,0.037,499.39,500.26
2.27,-0.0043,0.0004,-0.0022,0,0.0059,0.0014,47.809998,13.040454,422.05,15.001,-0.045,0.011,499.8,500.18
2.28,0.0005,-0.0016,-0.0034,0.006,0.008,-0.0032,47.809996,13.040461,425.19,15.002,0.035,-0.028,500.46,499.97
2.29,0.0025,0.0071,0.0013,-0.0028,-0.0007,0.0025,47.810004,13.040464,423.8,15.063,0.016,0,499.58,500.54
2.3,0.0054,-0.0043,0.0037,0.0024,-0.004,0.0059,47.810004,13.040465,426.51,14.982,0.068,0.009,500.19,499.47
2.31,0.0084,0.0004,-0.0009,-0.0001,-0.0015,-0.0031,47.810002,13.040465,426.47,15.03,0.004,0.032,499.98,500.1
2.32,-0.0046,0.0007,-0.0012,0.0027,0.0082,-0.0001,47.809996,13.040464,424.09,15,0.041,0.015,500.41,499.87
2.33,0.0025,0.0004,-0.0023,-0.0035,0.0001,-0.0014,47.810001,13.040464,425.17,15.012,-0.033,-0.009,499.81,499.77
2.34,-0.0023,-0.0064,-0.0021,-0.0009,-0.0009,0.0017,47.809996,13.04047,424.64,14.995,-0.01,-0.009,500.18,498.87
2.35,-0.0001,-0.0026,-0.0001,-0.0033,-0.0022,0.0018,47.810005,13.040467,421.32,14.988,0.037,-0.008,499.97,500.16
2.36,0.0029,0.005,-0.0003,-0.0004,-0.0012,0.0033,47.81,13.040475,421.26,15.018,0.005,-0.006,499.74,500.11
2.37,0.0031,-0.0015,-0.0012,0.0024,0.0065,0.0024,47.809999,13.040477,423.12,15.045,0.003,-0.048,500.73,500.11
2.38,-0.0015,0.0002,-0.0043,-0.0033,0.0101,0.0006,47.810003,13.040478,424.94,15.021,-0.023,-0.02,500.26,498.87
2.39,-0.0003,-0.001,-0.0003,-0.0028,0.0015,0.0004,47.810001,13.04048,424.56,14.991,0.034,0.029,499.54,500.25
2.4,0.0015,-0.0021,-0.0038,0.0059,0.0032,0.0014,47.810002,13.040485,421.88,15.005,-0.044,0.002,499.39,500.4
2.41,-0.0028,-0.0005,-0.0046,-0.004,-0.0028,0.0024,47.810003,13.040482,426.26,14.995,0.002,0.005,499.81,500.69
2.42,-0.0001,0.002,-0.0013,-0.003,0.0021,0.0005,47.809996,13.040482,423.11,14.952,-0.036,0.026,500.34,500.11
2.43,0,-0.0008,0.0048,-0.0017,0.0005,0.0021,47.810001,13.040485,423.46,14.968,-0.033,-0.012,499.12,500.25
2.44,-0.0011,0.0013,-0.0017,-0.003,-0.0011,-0.0012,47.809996,13.04049,421.58,14.941,-0.004,0.038,499.6,501.05
2.45,-0.0012,0.0022,0.0027,-0.0008,0.0014,0.004,47.810003,13.040496,424.86,14.95,-0.006,0.004,500.37,500.98
2.46,-0.0036,0.0046,-0.0013,0.0004,-0.0002,0.001,47.810005,13.040499,425.17,15.019,0.004,-0.01,500.3,499.37
2.47,0.0015,0.0035,-0.0022,0.0044,0,0.0018,47.809995,13.040498,422.25,15.069,0.075,-0.031,500.4,500.3
2.48,-0.0035,0.005,0.0003,-0.0011,0.0022,-0.0003,47.809998,13.040503,425.32,14.988,0.037,-0.014,499.8,500.46
2.49,-0.002,-0.0016,0.0017,0.004,-0.0043,-0.0028,47.810005,13.040501,423.28,14.986,-0.068,0.01,499.56,500.33
2.5,0.0013,-0.0018,-0.0041,0.0009,-0.0013,0,47.809995,13.040499,424.48,15.031,0.007,0.003,500.77,500.64
2.51,0.0032,-0.0007,0.0004,-0.0027,0.0057,-0.0025,47.809998,13.040503,421.32,15.037,-0.001,-0.009,500.14,499.4
2.52,0.0014,-0.0033,0.006,0.0006,0.0069,0.004,47.809996,13.040503,423.46,14.999,0,0.01,499.93,500.15
2.53,-0.0017,0.0009,-0.0012,0.0037,-0.0007,-0.0007,47.809997,13.040505,423.7,15.01,-0.028,0.047,498.97,499.9
2.54,0.0026,0.0009,0.0016,-0.0017,-0.001,-0.003,47.809999,13.04051,421.23,14.991,0.033,-0.002,500.68,499.87
2.55,0.0017,0.0038,-0.0029,-0.0015,-0.0001,0.0022,47.81,13.040511,424.16,15.073,0.044,-0.01,499.4,499.74
2.56,-0.0016,-0.0056,0.003,-0.0052,-0.0076,0.0013,47.810001,13.040515,426.8,14.992,0.015,-0.021,499.66,499.81
2.57,0,0.002,0.0024,0.001,0.0027,-0.0047,47.810001,13.040514,424.69,14.958,-0.004,-0.014,500.33,500.02
2.58,-0.0044,-0.0016,-0.0014,0,-0.0021,-0.0047,47.810004,13.040523,426.77,15.049,-0.04,0.02,500.17,500.77
2.59,0.0064,-0.0001,0.0004,-0.0024,0.0006,-0.0006,47.809998,13.040516,421.87,15.011,-0.009,-0.044,499.71,500.21
2.6,0.0062,-0.0062,-0.0005,-0.0014,-0.0028,0.0031,47.810002,13.040524,421.2,14.953,-0.067,0.044,499.94,499.7
2.61,-0.0007,0.0034,0.0042,-0.0021,0.0033,-0.0044,47.810001,13.040529,421.67,14.973,-0.006,0.04,500.25,499.45
2.62,-0.0045,0.0007,0.0003,-0.0041,0.0014,-0.0051,47.809998,13.040527,426.96,15.057,-0.012,0.013,500.13,500.17
2.63,-0.0013,0.0005,-0.0041,-0.0033,-0.0006,-0.0003,47.810004,13.040531,422.19,15.013,0,-0.026,499.44,500.01
2.64,-0.0002,0.0029,0.0039,0.0034,-0.0013,0.0031,47.810002,13.040525,421.87,15.095,0.027,-0.041,500.56,499.66
2.65,0.003,-0.0007,0.0032,-0.0039,-0.0056,-0.0027,47.809995,13.040532,422.31,14.986,-0.006,0.018,500.15,499.33
2.66,-0.0037,-0.0018,0.0018,0.0012,-0.003,-0.0019,47.810005,13.040532,425.42,15.002,0.005,0.014,500.43,499.94
2.67,-0.0039,-0.0023,0.0095,-0.0047,0.0041,0.0065,47.810002,13.040539,424.08,14.944,-0.011,-0.033,499.63,499.16
2.68,-0.001,-0.0021,0,0.003,-0.0013,0.004,47.81,13.040541,425.68,14.984,-0.04,0.004,500.47,499.99
2.69,0.0002,0.0022,-0.0056,0.0004,-0.0011,0.0006,47.809997,13.040543,421.47,14.921,-0.013,-0.005,499.63,500.12
2.7,0.0008,-0.0015,0.0013,-0.0009,0.0063,-0.006,47.810004,13.04054,421.73,15.003,-0.011,-0.009,499.95,500.36
2.71,-0.0023,0.0033,-0.0009,-0.0002,0.0017,-0.0024,47.810001,13.040539,423,15.06,0.072,-0.02,500.1,499.36
2.72,0.0035,0.0034,0.0062,0.0025,0.0066,0.0056,47.809995,13.040545,421.57,14.926,-0.012,0.012,499.85,500.18
2.73,0.0024,-0.0066,-0.0066,0.0062,0.0013,-0.0004,47.81,13.040552,421.38,15.021,0.004,0.002,499.38,500.56
2.74,0.0019,-0.0013,0.0017,0.0054,-0.0021,-0.0019,47.809997,13.040553,421.09,14.995,0.012,0.005,500.48,499.4
2.75,0.0004,-0.0079,0.0016,-0.0008,0.0016,-0.0025,47.810005,13.040552,421.91,15.026,0.027,-0.008,500.45,499.81
2.76,0.0042,-0.0008,0.0012,-0.0012,-0.0032,0.0018,47.809998,13.040558,421.27,14.983,-0.03,-0.007,499.58,500.06
2.77,0.0037,-0.0035,0.0059,0.0067,-0.0001,0.0019,47.809997,13.040555,425.68,14.965,-0.033,0.031,499.86,500.07
2.78,0.0024,0.0036,-0.0044,0.0036,-0.0033,0.0078,47.809995,13.040556,423.96,15.001,0.014,0.021,500,499.99
2.79,-0.0026,0.0004,-0.0011,-0.0017,0.0022,-0.0002,47.81,13.040558,425.28,14.977,0.002,0.058,500.05,500.19
2.8,0.0002,0,-0.0029,-0.0002,0.0039,-0.0024,47.809998,13.040567,423.44,14.958,0.064,0.022,500.22,498.81
2.81,0.0026,-0.002,0.0031,-0.0024,-0.0018,-0.0003,47.81,13.040563,424.45,15.025,-0.072,0.008,501.3,500.44
2.82,-0.0045,-0.0023,0.0027,0.0023,-0.0025,-0.0007,47.81,13.04057,423.96,15.021,0.022,0.044,500.47,499.55
2.83,0,-0.0013,-0.0078,-0.0051,-0.0034,-0.0028,47.810004,13.040567,425.78,15.002,0.007,-0.025,499.79,500.14
2.84,-0.0003,-0.0057,-0.0029,-0.001,0.003,-0.0016,47.81,13.040569,426.8,14.98,0.003,-0.017,500.09,500.19
2.85,0.0041,0.0044,-0.0057,-0.0024,-0.0018,-0.0003,47.810003,13.040572,425.65,14.985,-0.033,0.017,499.64,500.81
2.86,-0.0071,-0.0024,-0.0006,0.0025,-0.0075,0.0047,47.810005,13.040571,421.34,15.013,-0.026,0.034,500.04,499.04
2.87,-0.0002,0.0007,-0.0008,0.0013,0.0001,0.0069,47.809999,13.040577,425.22,15.011,0.008,0.022,500.06,499.13
2.88,-0.0065,0.002,-0.001,-0.0035,-0.0002,-0.0016,47.81,13.040583,424.43,14.988,-0.035,-0.022,499.78,499.83
2.89,-0.0015,0,-0.0003,-0.0033,-0.0039,-0.0059,47.81,13.040584,422.24,15.012,0.07,0.012,500.96,500.41
2.9,0.0018,-0.0007,0.0054,0.0019,-0.0003,0.0006,47.809999,13.040582,424.71,14.983,0.008,-0.018,499.89,499.81
2.91,0.0007,0.003,0.0009,0.0036,0.0004,-0.0027,47.809999,13.04058,423.87,15.016,-0.034,0.032,499.61,500.24
2.92,-0.0039,0.0004,-0.0036,0.0018,0.0003,0.0024,47.809996,13.040586,423.19,14.951,0.01,0.026,500.03,499.29
2.93,0.0021,-0.0011,-0.0042,0.002,-0.0053,0.0032,47.809999,13.040588,426.77,14.983,-0.026,-0.043,500.56,500.74
2.94,-0.0008,-0.0076,0.0055,0.0011,0.0041,-0.0007,47.809996,13.040587,424.91,15.018,-0.031,0.008,500.44,499.85
2.95,0.0006,-0.0026,0.0047,-0.0004,0.0011,0.0027,47.810002,13.04059,425.68,15.011,0.036,-0.009,499.83,500.42
2.96,-0.0004,0.001,0.0011,0.0001,0.0035,0.0033,47.810004,13.040596,426.79,14.99,-0.039,0.044,500.67,499.86
2.97,0.0011,0.0029,-0.0013,-0.0024,-0.006,0.0026,47.810002,13.040599,424.58,14.95,-0.031,0,500.68,499.56
2.98,0.001,0.0009,-0.0012,0.001,0.0003,-0.0021,47.809995,13.040594,424.02,14.965,-0.029,-0.014,499.48,500.14
2.99,0.0011,-0.0009,-0.0038,0.0001,0.0016,-0.0024,47.809996,13.040598,423.53,15.068,-0.007,-0.024,500.37,500.21
3,0.005,0.0065,-0.0013,-0.0054,-0.0073,0.0013,47.810003,13.040605,423.22,14.954,-0.028,0.004,499.69,500.57
3.01,0.0012,-0.0019,-0.0019,-0.0021,-0.0049,0.0003,47.810003,13.040608,423.74,14.971,-0.053,-0.034,499.99,500.36
3.02,0.0016,0.0001,-0.0002,0.0053,0.0016,0.0014,47.809999,13.04061,426.25,14.981,0.025,-0.052,500.11,500.28
3.03,0.0017,-0.0012,0.0002,0.0022,-0.001,0.0044,47.809996,13.040612,425.72,15.028,0.02,0.001,500.14,500.73
3.04,0.0023,0.0001,-0.0036,0.0011,0.0033,0.0009,47.81,13.040615,426.98,15.048,0.017,-0.004,499.2,500.68
3.05,-0.0003,0.0087,-0.0014,0.0027,-0.0012,0.0063,47.810005,13.040608,421.52,14.965,-0.02,-0.023,500.01,499.45
3.06,0.0001,0.0028,-0.0048,-0.0037,-0.0006,0.0011,47.809998,13.040616,423.13,15.036,-0.023,-0.008,499.86,499.59
3.07,-0.0017,0.0006,0.002,-0.0032,-0.0065,-0.0053,47.809998,13.040612,422.93,15,0.002,-0.051,500.09,499.3
3.08,-0.0024,0.0005,0.0012,-0.002,0.0067,-0.0025,47.810002,13.040615,421.55,14.958,-0.061,-0.026,499.94,499.97
3.09,-0.0074,0.0015,0.0015,0.0034,0.0019,-0.0039,47.809995,13.040617,424.43,14.992,0.015,-0.016,499.85,500.1
3.1,-0.0026,-0.0027,-0.0021,0.0036,0.0003,0.0018,47.81,13.040621,424.41,15.034,-0.003,0.013,500.23,499.89
3.11,0.0039,-0.0032,-0.0003,-0.0007,0.0019,0.001,47.810004,13.040624,423.42,14.988,-0.018,0.058,499.86,499.97
3.12,-0.0035,-0.0039,-0.0022,0.006,-0.004,0.0041,47.810001,13.040631,422.76,15.026,0.043,-0.012,499.6,500.34
3.13,-0.0013,-0.0014,-0.0027,-0.0026,0.0009,-0.0028,47.809998,13.040631,423.82,15.038,-0.009,0.009,501.19,499.9
3.14,0.0039,0.0034,-0.002,0.0004,0.0057,0.0086,47.810004,13.040633,421.77,14.97,0.042,0.012,499.37,500.19
3.15,0.0006,0.0036,0.0054,0.0025,0.0029,0.0029,47.809997,13.040637,425.43,14.96,-0.017,-0.019,499.74,500.31
3.16,-0.0057,0.0015,0.0015,0.0004,0.0046,0.0008,47.810001,13.040633,421.28,14.983,-0.014,-0.045,499.85,500.14
3.17,-0.001,0.0019,-0.0009,0.0004,0.0018,0.0009,47.810002,13.040639,422.04,15.017,0.029,0.014,499.75,499.24
3.18,-0.0034,0.0041,-0.0006,0.003,0.0018,0.0012,47.810001,13.040642,424.88,14.993,0.025,-0.024,499.93,499.72
3.19,0.0051,0.0032,0.0023,-0.0009,-0.0004,0.0005,47.810001,13.040645,426.01,15.03,0.015,0.001,500.32,499.73
3.2,-0.0036,0.0018,-0.0023,0.0012,-0.0022,0.0002,47.810004,13.040647,426.82,15.002,0.017,0.026,499.18,499.17
3.21,0.0015,0.0023,0.0023,0.0037,0.0032,-0.0036,47.810004,13.040647,423.53,14.98,0.075,0.018,499.75,498.9
3.22,-0.0027,-0.0023,-0.0009,-0.0018,0.0052,-0.0077,47.810003,13.040642,426.65,15.042,-0.026,0.006,500.33,500.16
3.23,0.0026,0.0031,0.0003,0.0018,-0.0017,0.0062,47.809999,13.040652,422.37,14.947,-0.057,-0.016,500.61,499.76
3.24,-0.0035,0.0001,0.0073,0.0014,0.0029,0.0008,47.810001,13.040646,421.11,14.984,0.029,0.033,499.78,499.48
3.25,0.0033,-0.0007,-0.0042,-0.0016,-0.0044,-0.0036,47.809997,13.040653,421.36,14.983,0.03,0.048,500.78,499.2
3.26,0.0003,-0.0035,0.0017,0.001,0.0085,0.0002,47.810002,13.040654,421.24,15.012,-0.002,0.036,500.37,500.14
3.27,-0.001,-0.0004,0.0009,0.0003,-0.0023,-0.004,47.810001,13.040654,421.38,14.996,0.013,-0.015,499.98,499.78
3.28,-0.0024,0.0016,-0.0018,0.0031,-0.0008,0.0007,47.810001,13.040662,426.96,15.045,-0.028,0.048,500.01,500.51
3.29,-0.0019,0.0003,-0.0026,-0.0007,-0.0004,-0.0043,47.809996,13.040657,422,14.966,0.006,-0.041,500.52,500.07
3.3,0.0021,0.0056,-0.0028,-0.0049,0.0026,0.0041,47.810002,13.040663,426.47,14.992,-0.022,0.019,499.15,499.56
3.31,0.0033,0.0026,0.0014,-0.0012,0.0001,0.003,47.81,13.040666,425.32,14.987,-0.023,0.016,499.71,500.04
3.32,-0.0066,-0.0036,0.0012,-0.0014,0.0004,-0.0056,47.810004,13.040668,422.4,14.984,-0.035,0.008,499.96,500.54
3.33,-0.0012,0.0022,-0.0017,-0.0013,-0.0005,-0.0008,47.809998,13.040665,425.79,14.995,-0.009,0.008,500.34,500.07
3.34,-0.0023,0,0.0017,0.0015,0.0016,-0.0041,47.809998,13.040667,425.24,15.044,-0.03,-0.009,499.95,500.59
3.35,0.0032,-0.0034,-0.0014,-0.0009,0.0044,-0.0021,47.810003,13.040676,422.85,15.008,0.024,-0.038,501.33,500.86
3.36,0.0005,-0.0074,0.0025,0.0014,-0.0014,-0.0009,47.810003,13.040673,422.22,15.026,-0.008,0.019,500.94,499.43
3.37,0.0015,-0.0029,-0.0014,-0.0015,-0.0023,0.0048,47.809999,13.040678,424.58,14.95,-0.017,-0.012,499.11,499.91
3.38,0.0048,0.0021,0.0002,-0.0009,-0.0014,0.0051,47.810005,13.040678,421.12,15.059,-0.015,-0.043,500.14,499.78
3.39,0.0044,0.0002,0.0003,0.0005,0.0049,-0.001,47.809999,13.040683,425.18,15.027,-0.027,0.009,500.48,499.52
3.4,0.0011,-0.0033,-0.0018,-0.0032,0.0039,0.0037,47.810001,13.040681,423.67,15.036,0.065,-0.01,501.21,499.41
3.41,0.0013,-0.0019,0.0036,0.0018,-0.0033,0.0046,47.809996,13.040682,421.42,14.986,0.027,0.029,499.69,500.32
3.42,-0.0016,0.0003,-0.0064,0.0003,0.0015,0.0006,47.810004,13.040684,425.63,15.009,-0.046,-0.036,500.16,500.17
3.43,-0.0026,0.0007,-0.003,0.0004,-0.0023,0,47.809995,13.040692,422.28,15.017,0.001,0.007,500.07,500.03
3.44,0.0024,-0.001,-0.0019,-0.0004,0.0019,0.0017,47.809997,13.040688,423.68,15.016,-0.003,0.009,500.5,500.02
3.45,0.0008,0.0012,-0.0026,0.0007,-0.0006,0.0013,47.810003,13.04069,425.41,15.019,0.009,0.009,500.36,499.88
3.46,-0.0044,-0.0021,-0.0051,0.0038,0.0021,0.0004,47.810004,13.040692,425.23,15.023,0.041,-0.008,500.3,500.52
3.47,0.0008,-0.0001,-0.001,0.003,-0.0041,0.0026,47.810002,13.040694,424.86,14.98,-0.044,-0.043,499.04,500.48
3.48,0.0003,-0.0042,0.0019,-0.0007,0.0047,0.0005,47.809996,13.0407,422.1,14.966,-0.036,0.02,500.09,500.15
3.49,0.0028,-0.0038,0,-0.001,-0.0007,-0.0021,47.810005,13.040699,422.64,14.967,0.038,0.029,500.66,500.26
3.5,-0.0012,0.0003,0.0014,-0.0032,-0.0024,-0.0061,47.81,13.0407,423.13,14.991,0.031,-0.021,500.49,499.92
3.51,0.0003,0.0027,-0.0013,0.0004,0.0025,-0.0029,47.810001,13.0407,425.01,15.05,0.01,0.005,500.58,500.03
3.52,-0.0022,-0.0026,0.0014,0.0017,0.0023,-0.002,47.810003,13.040707,426.8,14.994,-0.037,0.008,500.6,500.26
3.53,0.0013,0.0047,0.0006,0.0008,0.0004,-0.0015,47.809995,13.040706,422.2,15.011,-0.055,0.026,499.72,499.39
3.54,0.0007,0.0051,0,0.0016,-0.0015,-0.0085,47.809996,13.040712,422.92,15.032,-0.027,0.009,499.54,499.58
3.55,-0.0023,-0.0015,0.0002,-0.0058,0.0018,-0.0021,47.809999,13.040711,423.95,14.979,-0.012,0.01,500.83,498.89
3.56,0.0001,0.0033,-0.0032,-0.0001,0.0023,-0.0003,47.810004,13.04071,425.84,14.992,-0.012,-0.052,499.86,500.26
3.57,0.0027,0.0022,-0.0035,0.0021,0.0003,-0.0031,47.809998,13.040718,424.13,14.96,-0.028,0.024,499.75,501.31
3.58,0.0045,-0.0033,-0.0013,-0.0062,-0.0001,0.0008,47.809998,13.04072,425.32,15.013,0.011,0.008,500.05,500.05
3.59,-0.0001,-0.003,0.0022,0.0029,-0.0025,0.0032,47.810002,13.040722,422.35,14.941,-0.024,0.007,500.78,500.28
3.6,-0.0018,0.0009,-0.0063,-0.0026,0.0017,0.0013,47.809996,13.04072,423.96,15.019,-0.02,-0.019,499.94,499.46
3.61,0.0029,0.0001,0.0034,-0.0023,-0.0049,0.0046,47.809998,13.040729,424.64,15.015,-0.046,-0.006,499.63,500.2
3.62,0.0028,0.0013,0.0005,-0.0019,-0.0007,-0.0034,47.810002,13.040724,421.41,14.961,0.022,-0.052,499.63,499.52
3.63,-0.0034,-0.0011,0.0014,-0.0009,-0.0007,-0.0024,47.81,13.040728,424.88,15.018,-0.038,-0.029,499.33,499.91
3.64,-0.0058,-0.002,-0.0009,0.0014,0.0005,-0.0001,47.809999,13.04073,425.35,14.955,0.017,0.01,500.04,499.64
3.65,-0.0003,-0.007,-0.0001,0.006,0.0021,-0.0018,47.81,13.040731,421.32,15.021,0.013,0.026,499.73,500.48
3.66,0.0027,0.0029,-0.0009,-0.0006,-0.0001,-0.0061,47.81,13.040737,424.52,15.026,-0.021,-0.062,500.25,500.28
3.67,-0.0019,-0.0051,-0.0006,0.0043,0.0016,0.0003,47.810005,13.040734,425.21,15.015,-0.03,-0.037,500.83,500.28
3.68,-0.0015,0.0047,-0.0002,0.0018,-0.0012,-0.0029,47.809996,13.040736,422.81,15.009,-0.018,0.016,501.08,500.42
3.69,-0.0005,-0.0016,-0.001,0.005,-0.0002,0.0013,47.809999,13.040743,423.45,15.015,-0.007,0.029,498.6,499.92
3.7,-0.0065,-0.0017,-0.0044,0.0009,0.0003,-0.0012,47.810004,13.040747,426.47,15.033,-0.004,0.015,499.91,500.59
3.71,0.0024,0.0013,-0.0059,-0.0018,0.0015,0.0022,47.810001,13.040742,424.17,15.081,-0.022,0.014,499.51,499.49
3.72,-0.0023,-0.0007,0.0028,-0.0014,-0.002,0.002,47.810003,13.040748,424.02,14.993,0.038,-0.035,500.26,500.23
3.73,-0.0004,0.003,0.0014,0.0039,0.0055,0.0014,47.810001,13.040749,423.59,14.983,0.002,0.014,499.68,499.82
3.74,0.0046,0.0008,-0.0006,-0.001,0.0002,-0.0025,47.810003,13.040754,421.68,15.037,0.012,0.028,500.12,499.28
3.75,0.0084,-0.002,0.0017,-0.0009,-0.0006,-0.0036,47.809998,13.04075,423.66,14.96,0.003,0.072,499.75,499.55
3.76,-0.0009,-0.0005,-0.0032,0.0023,-0.0006,0.0009,47.81,13.040756,426.26,15.052,0.013,0.025,498.81,500.83
3.77,0.0017,0.0033,-0.0001,0.0029,0.0066,0.0034,47.810002,13.040755,426.1,14.981,0.079,-0.097,500.14,500.09
3.78,-0.0016,0.003,-0.0022,0.0021,-0.0051,0.0036,47.810003,13.040761,425.12,14.959,0.014,0.003,500.26,499.95
3.79,-0.0028,-0.0009,0.0018,-0.0024,-0.0001,0.0047,47.809999,13.040765,425.61,14.959,-0.046,0.007,499.57,499.62
3.8,0.0047,-0.0013,0.0015,-0.0006,-0.0007,-0.0009,47.810003,13.040758,422.76,15.021,-0.002,-0.013,500.51,499.82
3.81,-0.0022,0.001,-0.0009,-0.0035,-0.0013,-0.0008,47.809998,13.040766,425.26,15.001,0.008,-0.007,500.09,499.99
3.82,0,0.0019,-0.0057,0.0007,0.0029,0.0039,47.81,13.040765,425.34,15.044,0.024,0.018,499.58,499.7
3.83,0.0019,0.0056,-0.0003,0.0014,-0.0007,0.0011,47.81,13.040765,425.14,14.959,0.018,0.01,499.73,500.15
3.84,-0.0011,-0.0018,-0.0026,0.0008,0.0004,0.001,47.810001,13.040773,426.84,15.025,0.01,0.038,500.05,499.6
3.85,-0.0001,-0.0018,0.0009,0.0028,0.0054,0.0013,47.809996,13.04077,423.55,14.975,-0.008,-0.031,500.81,500.8
3.86,-0.0011,0.0039,-0.0019,0.0001,-0.0021,0.0002,47.809997,13.040777,425.47,14.987,-0.054,0.021,500.44,500.64
3.87,-0.0003,0.003,0.0033,0.0002,-0.0017,0.0009,47.810004,13.040779,426.57,14.997,-0.002,0.034,500.11,499.15
3.88,0.0017,-0.0036,-0.0054,0.0026,0.0036,-0.0006,47.809999,13.040776,423.42,14.99,0.024,0.013,499.55,500.36
3.89,-0.0036,-0.0025,-0.0021,0.0017,-0.0011,-0.0015,47.809997,13.040783,426.33,15.029,-0.05,-0.039,501.08,499.2
